key,x,y,wait,500101437
,-120.0,-99.0,0.0
,-120.0,-99.0,0.0
,-120.0,-99.0,0.2
,-120.0,-44.0,0.0
,-120.0,-44.0,0.0
,-120.0,-44.0,0.2
,-181.0,-43.99999999999999,0.0
,-181.0,-43.99999999999999,0.0
,-181.0,-43.99999999999999,0.2
,-181.0,-99.0,0.0
,-181.0,-99.0,0.0
,-181.0,-99.0,0.2
,-120.0,-99.00000000000001,0.0
,-120.0,-99.00000000000001,0.2
,-120.0,-99.00000000000001,0.0
,-120.0,-99.00000000000001,0.2
,-120.0,-99.00000000000001,0.2
,-120.00000000000001,-154.0,0.0
,-120.00000000000001,-154.0,0.0
,-120.00000000000001,-154.0,0.2
,-180.0,-154.0,0.0
