key,x,y,wait,500052001
,-8.0,-125,0.0
,-158.0,-182.0,0.0
,-158.0,-182.0,0.0
,-158.0,-282.0,0.0
,-158.0,-282.0,0.0
,-157.0,-282.0,0.0
,-157.0,-282.0,0.0
,-157.0,-282.0,0.0
,-157.0174524064373,-281.0001523048436,0.0
,-157.0174524064373,-281.0001523048436,0.0
,-157.0174524064373,-281.0001523048436,0.0
,-157.74880610805647,-280.3181539447811,0.0
,-157.74880610805647,-280.3181539447811,0.0
,-157.74880610805647,-280.3181539447811,0.0
,-158.41793671441533,-281.0612987702585,0.0
,-158.41793671441533,-281.0612987702585,0.0
,-158.41793671441533,-281.0612987702585,0.0
,-158.41793671441533,-281.0612987702585,0.0
,62.0,74.0,0.0
,112.0,74.0,0.0
,62.0,74.0,0.0
,62.0,74.0,0.0
,-166.0,78.0,0.0
,-166.0,78.0,0.0
,-166.0,78.0,0.0
,-95.28932188134524,7.289321881345259,0.0
,-95.28932188134524,7.289321881345259,0.0
,-24.57864376269049,78.0,0.0
,-24.57864376269049,78.0,0.0
,-164.5786437626905,78.00000000000001,0.0
,-166.0,138.0,0.0
,-166.0,138.0,0.0
,-26.0,138.0,0.0
,-26.0,138.0,0.0
,-96.71067811865474,208.71067811865476,0.0
,-96.71067811865474,208.71067811865476,0.0
,-167.4213562373095,138.0,0.0
,-167.4213562373095,138.0,0.0
,73.0,-106.0,0.0
,73.0,-106.0,0.0
,108.35533905932738,-141.35533905932738,0.0
,108.35533905932738,-141.35533905932738,0.0
,143.71067811865476,-106.0,0.0
,73.0,-106.0,0.0
,73.0,-106.0,0.0
,73.0,-106.0,0.0
,73.0,-56.0,0.0
,73.0,-56.0,0.0
,143.0,-56.0,0.0
,143.0,-56.0,0.0
,143.0,-106.0,0.0
,73.0,-156.0,0.0
,73.0,-156.0,0.0
,90.5,-156.0,0.0
,90.5,-156.0,0.0
,90.5,-181.0,0.0
,90.5,-181.0,0.0
,108.0,-181.0,0.0
,108.0,-181.0,0.0
,108.0,-156.0,0.0
,108.0,-156.0,0.0
,125.0,-120.0,0.0
,135.0,-120.0,0.0
,135.0,-120.0,0.0
,-8.0,-125.0,0.0
