key,x,y,wait,400042786
,-60.0,-14.99999999999999,3.0
,-60.0,-14.99999999999999,3.0
,-60.0,-14.99999999999999,3.0
,-60.0,-14.99999999999999,4.0
,-60.0,-14.99999999999999,2.0
,-60.0,-14.99999999999999,2.0
,-60.0,-14.99999999999999,4.0
,-60.0,-14.99999999999999,3.0
,-60.0,-14.99999999999999,4.0
,-60.0,-14.99999999999999,3.0
,-60.0,-14.99999999999999,4.0
,-60.0,-14.99999999999999,4.0
,-60.0,-14.99999999999999,4.0
,-60.0,-14.99999999999999,4.0
,-60.0,-14.99999999999999,3.0
,-60.0,-14.99999999999999,2.0
