key,x,y,wait,400071406
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,3.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,3.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,5.0
,-153.0,-84.99999999999999,3.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,1.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,1.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,1.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,1.0
,-153.0,-84.99999999999999,2.0
,-153.0,-84.99999999999999,1.0
,-153.0,-84.99999999999999,2.0
