key,x,y,wait,500009939
,71.0,-72,1.0
,71.0,-72,2.0
,71.0,-72,1.0
,71.0,-72,2.0
,71.0,-72,1.0
,71.0,-72,2.0
,71.0,-72,1.0
,71.0,-72,5.0
,71.0,-72,1.0
,71.0,-72,4.0
,71.0,-72,1.0
,71.0,-72,4.0
,71.0,-72,1.0
,71.0,-72,3.0
,71.0,-72,1.0
,76.0,-72.0,0.0
,76.0,-72.0,1.0
,76.0,-72.0,4.0
,76.0,-72.0,1.0
,76.0,-72.0,3.0
,76.0,-72.0,1.0
,76.0,-72.0,2.0
,76.0,-72.0,1.0
,76.0,-72.0,4.0
,76.0,-72.0,1.0
,76.0,-72.0,2.0
,76.0,-72.0,1.0
,76.0,-72.0,3.0
,76.0,-72.0,1.0
,76.0,-72.0,5.0
