key,x,y,wait,move_index,500006091
,-176.0,-99.0,0.0,2
,-146.0,-99.0,0.0,2
,-146.0,-99.0,1.0,2
,-146.0,-99.0,7.0,2
,-146.0,-99.0,3.0,2
,-146.0,-99.0,1.0,2
,-146.0,-99.0,2.0,2
,-146.0,-99.0,6.0,2
,-146.0,-99.0,3.0,2
,-146.0,-99.0,2.0,2
,-146.0,-99.0,5.0,2
,-146.0,-99.0,3.0,21
,54.0,-35.0,0.0,21
,54.0,-35.0,2.0,21
,35.0,11.0,0.0,21
,35.0,11.0,1.0,21
,35.0,11.0,1.0,21
,35.0,11.0,1.0,21
,35.0,11.0,1.0,21
,35.0,11.0,1.0,21
,54.0,-35.0,0.0,21
,54.0,-35.0,4.0,21
,54.0,-35.0,2.0,21
