key,x,y,wait,move_index,500055467
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,3.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
,4.450480425965964e-06,-86,2.0,2
