key,x,y,wait,400040881
,-147.0,56.0,0.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,2.5
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,2.0
,-132.0,-45.0,3.0
,-132.0,-45.0,2.0
,-132.0,-45.0,3.0
,-132.0,-45.0,2.0
,-132.0,-45.0,3.0
,-132.0,-45.0,2.0
,-132.0,-45.0,2.0
,-132.0,-45.0,2.0
,-132.0,-45.0,3.0
,-132.0,-45.0,2.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,3.0
,-132.0,-45.0,5.0
