key,x,y,wait,move_index,500052907
,-8,109,8.0,2
,-8,109,21.0,2
,-8,109,18.0,2
,-8,109,1.0,2
,-8,109,1.0,2
,-8,109,1.296,2
,-8,109,1.7,2
,-8,109,1.84,2
,-8,109,1.1,2
,-8,109,2.0,2
,-8,109,2.0,2
,-8,109,1.0,2
,-8,109,1.5,2
,-8,109,1.0,2
,-8,109,1.7,2
,-8,109,1.0,2
,-8,109,2.0,2
,-8,109,1.0,2
,-8,109,4.14159265359,2
,-8,109,3.0,2
,-8,109,1.0,2
,-8,109,2.0,2
,-8,109,0.4,2
,-8,109,1.0,2
,-8,109,0.3,2
,-8,109,2.0,2
,-8,109,1.0,2
,-8,109,2.44,2
,-8,109,0.222222222,2
,-8,109,1.0,2
,-8,109,1.79666,2
,-8,109,2.7,2
,-8,109,1.0,2
,-8,109,1.0,2
,-8,109,1.0,2
,-8,109,0.666,2
,-8,109,1.44444444444,2
,-8,109,1.0,2
,-8,109,1.4,2
,-8,109,1.0,2
,-8,109,3.0,2
,-8,109,3.0,2
,-8,109,2.6000007,2
,-8,109,4.0,2
,-8,109,1.0,2
,-8,109,3.0,2
,-8,109,1.0,2
,-8,109,3.0,2
,-8,109,1.0,2
,-8,109,3.2,2
,-8,109,0.2,2
,-8,109,3.0,2
,-8,109,1.0,2
,-8,109,2.5,2
,-8,109,1.0,2
,-8,109,2.5,2
,-8,109,2.0,2
