key,x,y,wait,move_index,500027493
,-19.0,-37.0,0.0,2
,16.0,40.0,1.0,2
,16.0,40.0,7.0,2
,16.0,40.0,1.0,2
,0.0,-64.0,1.0,2
,0.0,-64.0,7.0,2
,-19.0,-48.0,1.0,2
,-19.0,-48.0,7.0,2
,-115.0,-10.0,1.0,2
,-115.0,-10.0,7.0,2
,-42.0,3.0,1.0,2
,-42.0,3.0,7.0,2
,111.0,17.0,1.0,2
,111.0,17.0,7.0,2
,-113.0,38.0,1.0,2
,-113.0,38.0,7.0,2
,150.0,-51.0,1.0,2
,150.0,-51.0,7.0,2
,-184.0,-75.0,1.0,2
,-184.0,-75.0,7.0,2
,166.0,128.0,1.0,2
,166.0,128.0,7.0,2
,-55.0,136.0,1.0,2
,-55.0,136.0,7.0,2
,-196.0,129.0,1.0,2
,-196.0,129.0,7.0,2
