key,x,y,wait,400044338
,-182.0065784132143,-127.00469087200932,2.0
,-182.0065784132143,-127.00469087200932,2.0
,-182.0065784132143,-127.00469087200932,2.0
,-182.0065784132143,-127.00469087200932,1.0
,-182.0065784132143,-127.00469087200932,2.0
,-182.0065784132143,-127.00469087200932,1.0
,-182.0065784132143,-127.00469087200932,2.0
,-182.0065784132143,-127.00469087200932,10.0
,-182.0065784132143,-127.00469087200932,2.0
,-182.0065784132143,-127.00469087200932,10.0
,-182.0065784132143,-127.00469087200932,2.0
