key,x,y,wait,500105568
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,3.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,3.0
,-134.00117661622443,-39.00322024606153,2.0
,-134.00117661622443,-39.00322024606153,5.0
,-134.00117661622443,-39.00322024606153,2.0
