key,x,y,wait,move_index,500013266
,-164.0,-147,0.0,2
,-120.0,-80.0,0.0,2
,-120.0,-80.0,0.3,2
,30.0,-80.0,0.0,2
,30.0,-80.0,0.3,2
,30.0,-80.0,0.0,2
,76.35254915624212,-222.65847744427302,0.0,2
,76.35254915624212,-222.65847744427302,0.3,2
,76.35254915624212,-222.65847744427302,0.0,2
,-44.999999999999986,-310.826265288144,0.0,2
,-44.999999999999986,-310.826265288144,0.3,2
,-44.999999999999986,-310.826265288144,0.0,2
,-166.3525491562421,-222.65847744427305,0.0,2
,-166.3525491562421,-222.65847744427305,0.3,2
,-166.3525491562421,-222.65847744427305,0.0,2
,-120.00000000000003,-80.0,0.0,2
,-164.0,-147.0,0.0,2
,-164.0,-147.0,0.0,2
