,BlockName,Key,Field,node_id,parent_id,hash
0,90,-128.04578354779412,63.758167940027576,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,KbS*//%[)2z8eWA=tv7h
3,sound_playuntildone,,"{""SOUND_MENU"": [1, ""$Q:|{3FHcR9j*f~IT86M""]}",2,2,"8BR++yxde42~BRt18,gn"
4,control_repeat,,,3,3,2zJ`%2EHv.[1{m1=n@Oh
5,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",4,4,N;BcOz|wb^M#9Vg|a4sS
6,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",5,4,N;BcOz|wb^M#9Vg|a4sS
7,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",6,4,N;BcOz|wb^M#9Vg|a4sS
8,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",7,4,N;BcOz|wb^M#9Vg|a4sS
9,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",8,4,N;BcOz|wb^M#9Vg|a4sS
10,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",9,4,N;BcOz|wb^M#9Vg|a4sS
11,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",10,4,N;BcOz|wb^M#9Vg|a4sS
12,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",11,4,N;BcOz|wb^M#9Vg|a4sS
13,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",12,4,N;BcOz|wb^M#9Vg|a4sS
14,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",13,4,N;BcOz|wb^M#9Vg|a4sS
15,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",14,4,N;BcOz|wb^M#9Vg|a4sS
16,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",15,4,N;BcOz|wb^M#9Vg|a4sS
17,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",16,4,N;BcOz|wb^M#9Vg|a4sS
