,BlockName,Key,Field,node_id,parent_id,hash
0,150,0,0,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,YG=RvSU!N7E)YeT^:#To
3,motion_pointindirection,,"{""DIRECTION"": [1, [8, ""0""]]}",2,2,~)A=|RIsvA-sqT+)gF^k
4,pen_clear,,{},3,3,e|~Af*Pm@R.;HvBy5b!y
5,pen_setPenSizeTo,,"{""SIZE"": [1, [4, ""5""]]}",4,4,mpIWeV)vdz4V$@p/g)3k
6,pen_setPenColorParamTo,,"{""COLOR_PARAM"": [1, ""YE(MVI{?I(!,tz1oJWNZ""], ""VALUE"": [1, [4, ""50""]]}",5,5,"g,8q(v)r%D)us_5###c|"
7,pen_setPenColorParamTo,,"{""COLOR_PARAM"": [1, ""pOIm7F18VZJ?oo#auz|+""], ""VALUE"": [1, [4, ""100""]]}",6,6,.J.4%OI@DHTc$?$6Z$kq
8,pen_setPenColorParamTo,,"{""COLOR_PARAM"": [1, ""n?GFj,$1+;[#i_y(Jh`6""], ""VALUE"": [1, [4, ""100""]]}",7,7,666phai!ND4kDC]]v0aI
9,pen_penDown,,{},8,8,jqLOjT^Ah`vHjQn3AJ=@
10,control_repeat,,,9,9,QR0JEmQ_UJj!+LP7Dhqf
11,motion_turnleft,,"{""DEGREES"": [1, [4, ""3""]]}",10,10,[/n)~ZXAHo_:%^|~`9@s
12,pen_changePenColorParamBy,,"{""COLOR_PARAM"": [1, ""$!?Q?mkmcVT.Hr;Fc!:@""], ""VALUE"": [1, [4, ""4""]]}",11,11,3_f-/X/X@QXA]cMHpcSD
13,control_create_clone_of,,"{""CLONE_OPTION"": [1, "")T?JwC+kQHlv{~MT[AIW""]}",12,12,j-Wgf/.kZM3T}k8YmNCP
14,motion_turnleft,,"{""DEGREES"": [1, [4, ""3""]]}",13,10,[/n)~ZXAHo_:%^|~`9@s
15,pen_changePenColorParamBy,,"{""COLOR_PARAM"": [1, ""$!?Q?mkmcVT.Hr;Fc!:@""], ""VALUE"": [1, [4, ""4""]]}",14,11,3_f-/X/X@QXA]cMHpcSD
16,control_create_clone_of,,"{""CLONE_OPTION"": [1, "")T?JwC+kQHlv{~MT[AIW""]}",15,12,j-Wgf/.kZM3T}k8YmNCP
17,motion_turnleft,,"{""DEGREES"": [1, [4, ""3""]]}",16,10,[/n)~ZXAHo_:%^|~`9@s
18,pen_changePenColorParamBy,,"{""COLOR_PARAM"": [1, ""$!?Q?mkmcVT.Hr;Fc!:@""], ""VALUE"": [1, [4, ""4""]]}",17,11,3_f-/X/X@QXA]cMHpcSD
19,control_create_clone_of,,"{""CLONE_OPTION"": [1, "")T?JwC+kQHlv{~MT[AIW""]}",18,12,j-Wgf/.kZM3T}k8YmNCP
20,motion_turnleft,,"{""DEGREES"": [1, [4, ""3""]]}",19,10,[/n)~ZXAHo_:%^|~`9@s
21,pen_changePenColorParamBy,,"{""COLOR_PARAM"": [1, ""$!?Q?mkmcVT.Hr;Fc!:@""], ""VALUE"": [1, [4, ""4""]]}",20,11,3_f-/X/X@QXA]cMHpcSD
