,BlockName,Key,Field,node_id,parent_id,hash
0,78.46304096810428,-106.02029300921328,-68.59355830983668,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,7-h9eEg(u$g!Zq+Nh0mI
3,control_repeat,,,2,2,"hJv4,rzfm)]w:nVec1=u"
4,motion_movesteps,,"{""STEPS"": [1, [4, ""75""]]}",3,3,a2aKY2u{A#VA`f3knLpn
5,motion_turnleft,,"{""DEGREES"": [1, [4, ""45""]]}",4,4,oql(`=llnaOlv1P;i=?T
6,looks_nextcostume,,{},5,5,Wp5cVMe7sA0FOLVT`a*z
7,control_wait,,"{""DURATION"": [1, [5, "".2""]]}",6,6,*Vk+rpowj4-ekTdp3Gov
8,control_if,,,7,7,"i59B6r1)m,2s*mkM;4@q"
9,data_changevariableby,,,8,8,uW`%%i;y}[a721jsLRt}
10,motion_movesteps,,"{""STEPS"": [1, [4, ""75""]]}",9,3,a2aKY2u{A#VA`f3knLpn
11,motion_turnleft,,"{""DEGREES"": [1, [4, ""45""]]}",10,4,oql(`=llnaOlv1P;i=?T
12,looks_nextcostume,,{},11,5,Wp5cVMe7sA0FOLVT`a*z
13,control_wait,,"{""DURATION"": [1, [5, "".2""]]}",12,6,*Vk+rpowj4-ekTdp3Gov
14,control_if,,,13,7,"i59B6r1)m,2s*mkM;4@q"
15,data_changevariableby,,,14,8,uW`%%i;y}[a721jsLRt}
16,motion_movesteps,,"{""STEPS"": [1, [4, ""75""]]}",15,3,a2aKY2u{A#VA`f3knLpn
17,motion_turnleft,,"{""DEGREES"": [1, [4, ""45""]]}",16,4,oql(`=llnaOlv1P;i=?T
18,looks_nextcostume,,{},17,5,Wp5cVMe7sA0FOLVT`a*z
19,control_wait,,"{""DURATION"": [1, [5, "".2""]]}",18,6,*Vk+rpowj4-ekTdp3Gov
20,control_if,,,19,7,"i59B6r1)m,2s*mkM;4@q"
21,data_changevariableby,,,20,8,uW`%%i;y}[a721jsLRt}
22,motion_movesteps,,"{""STEPS"": [1, [4, ""75""]]}",21,3,a2aKY2u{A#VA`f3knLpn
23,motion_turnleft,,"{""DEGREES"": [1, [4, ""45""]]}",22,4,oql(`=llnaOlv1P;i=?T
24,looks_nextcostume,,{},23,5,Wp5cVMe7sA0FOLVT`a*z
25,control_wait,,"{""DURATION"": [1, [5, "".2""]]}",24,6,*Vk+rpowj4-ekTdp3Gov
26,control_if,,,25,7,"i59B6r1)m,2s*mkM;4@q"
27,data_changevariableby,,,26,8,uW`%%i;y}[a721jsLRt}
28,motion_movesteps,,"{""STEPS"": [1, [4, ""75""]]}",27,3,a2aKY2u{A#VA`f3knLpn
29,motion_turnleft,,"{""DEGREES"": [1, [4, ""45""]]}",28,4,oql(`=llnaOlv1P;i=?T
30,looks_nextcostume,,{},29,5,Wp5cVMe7sA0FOLVT`a*z
31,control_wait,,"{""DURATION"": [1, [5, "".2""]]}",30,6,*Vk+rpowj4-ekTdp3Gov
32,control_if,,,31,7,"i59B6r1)m,2s*mkM;4@q"
33,data_changevariableby,,,32,8,uW`%%i;y}[a721jsLRt}
34,motion_movesteps,,"{""STEPS"": [1, [4, ""75""]]}",33,3,a2aKY2u{A#VA`f3knLpn
35,motion_turnleft,,"{""DEGREES"": [1, [4, ""45""]]}",34,4,oql(`=llnaOlv1P;i=?T
36,looks_nextcostume,,{},35,5,Wp5cVMe7sA0FOLVT`a*z
37,control_wait,,"{""DURATION"": [1, [5, "".2""]]}",36,6,*Vk+rpowj4-ekTdp3Gov
38,control_if,,,37,7,"i59B6r1)m,2s*mkM;4@q"
39,data_changevariableby,,,38,8,uW`%%i;y}[a721jsLRt}
40,motion_movesteps,,"{""STEPS"": [1, [4, ""75""]]}",39,3,a2aKY2u{A#VA`f3knLpn
41,motion_turnleft,,"{""DEGREES"": [1, [4, ""45""]]}",40,4,oql(`=llnaOlv1P;i=?T
42,looks_nextcostume,,{},41,5,Wp5cVMe7sA0FOLVT`a*z
43,control_wait,,"{""DURATION"": [1, [5, "".2""]]}",42,6,*Vk+rpowj4-ekTdp3Gov
44,control_if,,,43,7,"i59B6r1)m,2s*mkM;4@q"
45,data_changevariableby,,,44,8,uW`%%i;y}[a721jsLRt}
