,BlockName,Key,Field,node_id,parent_id,hash
0,90,152,63,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,"5,(f0Y}z=Uwknf89L:_+"
3,control_forever,,,2,2,zD@3$8.oX~.(sgG3IK4G
4,looks_nextcostume,,{},3,3,hh;0!#)c$7*j|^(4_L:w
5,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",4,4,B!}_*.4xV;ruwm$1?]uL
6,looks_nextcostume,,{},5,3,hh;0!#)c$7*j|^(4_L:w
7,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",6,4,B!}_*.4xV;ruwm$1?]uL
8,looks_nextcostume,,{},7,3,hh;0!#)c$7*j|^(4_L:w
9,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",8,4,B!}_*.4xV;ruwm$1?]uL
10,looks_nextcostume,,{},9,3,hh;0!#)c$7*j|^(4_L:w
11,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",10,4,B!}_*.4xV;ruwm$1?]uL
12,looks_nextcostume,,{},11,3,hh;0!#)c$7*j|^(4_L:w
13,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",12,4,B!}_*.4xV;ruwm$1?]uL
14,looks_nextcostume,,{},13,3,hh;0!#)c$7*j|^(4_L:w
15,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",14,4,B!}_*.4xV;ruwm$1?]uL
16,looks_nextcostume,,{},15,3,hh;0!#)c$7*j|^(4_L:w
17,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",16,4,B!}_*.4xV;ruwm$1?]uL
18,looks_nextcostume,,{},17,3,hh;0!#)c$7*j|^(4_L:w
19,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",18,4,B!}_*.4xV;ruwm$1?]uL
20,looks_nextcostume,,{},19,3,hh;0!#)c$7*j|^(4_L:w
21,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",20,4,B!}_*.4xV;ruwm$1?]uL
22,looks_nextcostume,,{},21,3,hh;0!#)c$7*j|^(4_L:w
23,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",22,4,B!}_*.4xV;ruwm$1?]uL
24,looks_nextcostume,,{},23,3,hh;0!#)c$7*j|^(4_L:w
25,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",24,4,B!}_*.4xV;ruwm$1?]uL
26,looks_nextcostume,,{},25,3,hh;0!#)c$7*j|^(4_L:w
27,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",26,4,B!}_*.4xV;ruwm$1?]uL
28,looks_nextcostume,,{},27,3,hh;0!#)c$7*j|^(4_L:w
29,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",28,4,B!}_*.4xV;ruwm$1?]uL
30,looks_nextcostume,,{},29,3,hh;0!#)c$7*j|^(4_L:w
31,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",30,4,B!}_*.4xV;ruwm$1?]uL
32,looks_nextcostume,,{},31,3,hh;0!#)c$7*j|^(4_L:w
33,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",32,4,B!}_*.4xV;ruwm$1?]uL
34,looks_nextcostume,,{},33,3,hh;0!#)c$7*j|^(4_L:w
35,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",34,4,B!}_*.4xV;ruwm$1?]uL
36,looks_nextcostume,,{},35,3,hh;0!#)c$7*j|^(4_L:w
37,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",36,4,B!}_*.4xV;ruwm$1?]uL
38,looks_nextcostume,,{},37,3,hh;0!#)c$7*j|^(4_L:w
39,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",38,4,B!}_*.4xV;ruwm$1?]uL
40,looks_nextcostume,,{},39,3,hh;0!#)c$7*j|^(4_L:w
41,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",40,4,B!}_*.4xV;ruwm$1?]uL
42,looks_nextcostume,,{},41,3,hh;0!#)c$7*j|^(4_L:w
43,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",42,4,B!}_*.4xV;ruwm$1?]uL
44,looks_nextcostume,,{},43,3,hh;0!#)c$7*j|^(4_L:w
45,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",44,4,B!}_*.4xV;ruwm$1?]uL
46,looks_nextcostume,,{},45,3,hh;0!#)c$7*j|^(4_L:w
47,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",46,4,B!}_*.4xV;ruwm$1?]uL
48,looks_nextcostume,,{},47,3,hh;0!#)c$7*j|^(4_L:w
49,motion_goto,,"{""TO"": [1, ""C_$|aRe0G5Y_tV5$V~nS""]}",48,4,B!}_*.4xV;ruwm$1?]uL
