,BlockName,Key,Field,node_id,parent_id,hash
0,90,10,-137,,,
1,SCRIPT,,,0,0,
2,event_whenkeypressed,space,,1,0,Xp3I[oI1g7SMT9auxYim
3,control_forever,,,2,2,Ox2-^yUB){N25Ayw}57y
4,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",3,3,"Z,J;kLTp(Y]/f9Y7]BaN"
5,looks_switchcostumeto,,"{""COSTUME"": [1, ""S2huBjwPf.cY%Zm::kL9""]}",4,4,.!F.;Z|Dwq={{+it)yAp
6,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",5,5,"kE2NJ^!,9nd*0.c/-kS["
7,looks_switchcostumeto,,"{""COSTUME"": [1, ""gp4fD],@rnls@g]Hy+L(""]}",6,6,Dz@]?t~Z7rF2vQS:)Goo
8,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",7,7,$2t$Jw(@C6Gb~VAj+TYO
9,motion_ifonedgebounce,,{},8,8,Zp9f{@%8Z]h!X}PyFxM`
10,motion_setrotationstyle,,{},9,9,*N759Ew#qf|H5M(?Tf5E
11,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",10,3,"Z,J;kLTp(Y]/f9Y7]BaN"
12,looks_switchcostumeto,,"{""COSTUME"": [1, ""S2huBjwPf.cY%Zm::kL9""]}",11,4,.!F.;Z|Dwq={{+it)yAp
13,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",12,5,"kE2NJ^!,9nd*0.c/-kS["
14,looks_switchcostumeto,,"{""COSTUME"": [1, ""gp4fD],@rnls@g]Hy+L(""]}",13,6,Dz@]?t~Z7rF2vQS:)Goo
15,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",14,7,$2t$Jw(@C6Gb~VAj+TYO
16,motion_ifonedgebounce,,{},15,8,Zp9f{@%8Z]h!X}PyFxM`
17,motion_setrotationstyle,,{},16,9,*N759Ew#qf|H5M(?Tf5E
18,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",17,3,"Z,J;kLTp(Y]/f9Y7]BaN"
19,looks_switchcostumeto,,"{""COSTUME"": [1, ""S2huBjwPf.cY%Zm::kL9""]}",18,4,.!F.;Z|Dwq={{+it)yAp
20,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",19,5,"kE2NJ^!,9nd*0.c/-kS["
21,looks_switchcostumeto,,"{""COSTUME"": [1, ""gp4fD],@rnls@g]Hy+L(""]}",20,6,Dz@]?t~Z7rF2vQS:)Goo
22,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",21,7,$2t$Jw(@C6Gb~VAj+TYO
23,motion_ifonedgebounce,,{},22,8,Zp9f{@%8Z]h!X}PyFxM`
24,motion_setrotationstyle,,{},23,9,*N759Ew#qf|H5M(?Tf5E
25,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",24,3,"Z,J;kLTp(Y]/f9Y7]BaN"
26,looks_switchcostumeto,,"{""COSTUME"": [1, ""S2huBjwPf.cY%Zm::kL9""]}",25,4,.!F.;Z|Dwq={{+it)yAp
27,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",26,5,"kE2NJ^!,9nd*0.c/-kS["
28,looks_switchcostumeto,,"{""COSTUME"": [1, ""gp4fD],@rnls@g]Hy+L(""]}",27,6,Dz@]?t~Z7rF2vQS:)Goo
29,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",28,7,$2t$Jw(@C6Gb~VAj+TYO
30,motion_ifonedgebounce,,{},29,8,Zp9f{@%8Z]h!X}PyFxM`
31,motion_setrotationstyle,,{},30,9,*N759Ew#qf|H5M(?Tf5E
32,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",31,3,"Z,J;kLTp(Y]/f9Y7]BaN"
33,looks_switchcostumeto,,"{""COSTUME"": [1, ""S2huBjwPf.cY%Zm::kL9""]}",32,4,.!F.;Z|Dwq={{+it)yAp
34,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",33,5,"kE2NJ^!,9nd*0.c/-kS["
35,looks_switchcostumeto,,"{""COSTUME"": [1, ""gp4fD],@rnls@g]Hy+L(""]}",34,6,Dz@]?t~Z7rF2vQS:)Goo
36,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",35,7,$2t$Jw(@C6Gb~VAj+TYO
37,motion_ifonedgebounce,,{},36,8,Zp9f{@%8Z]h!X}PyFxM`
38,motion_setrotationstyle,,{},37,9,*N759Ew#qf|H5M(?Tf5E
39,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",38,3,"Z,J;kLTp(Y]/f9Y7]BaN"
40,looks_switchcostumeto,,"{""COSTUME"": [1, ""S2huBjwPf.cY%Zm::kL9""]}",39,4,.!F.;Z|Dwq={{+it)yAp
41,control_wait,,"{""DURATION"": [1, [5, ""0.5""]]}",40,5,"kE2NJ^!,9nd*0.c/-kS["
