,BlockName,Key,Field,node_id,parent_id,hash
0,90,-22,180,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,ODQo|U#@jC/00RSPy*fB
3,data_setvariableto,,,2,2,/DtGfLQig*+]A4iA@%!b
4,control_forever,,,3,3,gPzrgL83[Dv3MHH(Hw.s
5,control_if,,,4,4,"STmaN89/Y:2m3fJ9pI,b"
6,data_setvariableto,,,5,5,S]I=*L#w$D555ScB7iXE
7,procedures_call,,,6,6,JTxEmN*Eo_rkn|LK.|q#
8,procedures_definition,,,6,0,VbFg_(ndT9{{4GdhnVMJ
9,data_setvariableto,,,7,8,O?jGv`oUOi%5kwli^a!_
10,control_repeat,,,8,9,)D90cvQ~hSdE[_#KtGf:
11,data_setvariableto,,,9,10,:^+dYTld_}gh1MPxAAR1
12,procedures_call,,,10,7,7PlapWRDV6u3~_X6sgfQ
13,procedures_definition,,,10,0,VbFg_(ndT9{{4GdhnVMJ
14,data_setvariableto,,,11,8,O?jGv`oUOi%5kwli^a!_
15,control_repeat,,,12,9,)D90cvQ~hSdE[_#KtGf:
16,data_setvariableto,,,13,10,:^+dYTld_}gh1MPxAAR1
17,procedures_call,,,14,12,"Q]*,1si^bcQ5.H_1Jks}"
18,procedures_definition,,,14,0,VbFg_(ndT9{{4GdhnVMJ
19,data_setvariableto,,,15,8,O?jGv`oUOi%5kwli^a!_
20,control_repeat,,,16,9,)D90cvQ~hSdE[_#KtGf:
21,data_setvariableto,,,17,10,:^+dYTld_}gh1MPxAAR1
22,data_setvariableto,,,18,17,p5Tb#ax_Q)Y(4![ouI^Z
23,control_if,,,19,4,"STmaN89/Y:2m3fJ9pI,b"
24,data_setvariableto,,,20,5,S]I=*L#w$D555ScB7iXE
25,procedures_call,,,21,6,JTxEmN*Eo_rkn|LK.|q#
26,procedures_definition,,,21,0,VbFg_(ndT9{{4GdhnVMJ
27,data_setvariableto,,,22,8,O?jGv`oUOi%5kwli^a!_
28,control_repeat,,,23,9,)D90cvQ~hSdE[_#KtGf:
29,data_setvariableto,,,24,10,:^+dYTld_}gh1MPxAAR1
30,procedures_call,,,25,7,7PlapWRDV6u3~_X6sgfQ
31,procedures_definition,,,25,0,VbFg_(ndT9{{4GdhnVMJ
32,data_setvariableto,,,26,8,O?jGv`oUOi%5kwli^a!_
33,control_repeat,,,27,9,)D90cvQ~hSdE[_#KtGf:
34,data_setvariableto,,,28,10,:^+dYTld_}gh1MPxAAR1
35,procedures_call,,,29,12,"Q]*,1si^bcQ5.H_1Jks}"
36,procedures_definition,,,29,0,VbFg_(ndT9{{4GdhnVMJ
37,data_setvariableto,,,30,8,O?jGv`oUOi%5kwli^a!_
38,control_repeat,,,31,9,)D90cvQ~hSdE[_#KtGf:
39,data_setvariableto,,,32,10,:^+dYTld_}gh1MPxAAR1
40,data_setvariableto,,,33,17,p5Tb#ax_Q)Y(4![ouI^Z
41,control_if,,,34,4,"STmaN89/Y:2m3fJ9pI,b"
42,data_setvariableto,,,35,5,S]I=*L#w$D555ScB7iXE
43,procedures_call,,,36,6,JTxEmN*Eo_rkn|LK.|q#
44,procedures_definition,,,36,0,VbFg_(ndT9{{4GdhnVMJ
45,data_setvariableto,,,37,8,O?jGv`oUOi%5kwli^a!_
46,control_repeat,,,38,9,)D90cvQ~hSdE[_#KtGf:
47,data_setvariableto,,,39,10,:^+dYTld_}gh1MPxAAR1
48,procedures_call,,,40,7,7PlapWRDV6u3~_X6sgfQ
49,procedures_definition,,,40,0,VbFg_(ndT9{{4GdhnVMJ
50,data_setvariableto,,,41,8,O?jGv`oUOi%5kwli^a!_
51,control_repeat,,,42,9,)D90cvQ~hSdE[_#KtGf:
52,data_setvariableto,,,43,10,:^+dYTld_}gh1MPxAAR1
53,procedures_call,,,44,12,"Q]*,1si^bcQ5.H_1Jks}"
54,procedures_definition,,,44,0,VbFg_(ndT9{{4GdhnVMJ
55,data_setvariableto,,,45,8,O?jGv`oUOi%5kwli^a!_
56,control_repeat,,,46,9,)D90cvQ~hSdE[_#KtGf:
57,data_setvariableto,,,47,10,:^+dYTld_}gh1MPxAAR1
58,data_setvariableto,,,48,17,p5Tb#ax_Q)Y(4![ouI^Z
59,control_if,,,49,4,"STmaN89/Y:2m3fJ9pI,b"
60,data_setvariableto,,,50,5,S]I=*L#w$D555ScB7iXE
61,procedures_call,,,51,6,JTxEmN*Eo_rkn|LK.|q#
62,procedures_definition,,,51,0,VbFg_(ndT9{{4GdhnVMJ
63,data_setvariableto,,,52,8,O?jGv`oUOi%5kwli^a!_
64,control_repeat,,,53,9,)D90cvQ~hSdE[_#KtGf:
65,data_setvariableto,,,54,10,:^+dYTld_}gh1MPxAAR1
66,procedures_call,,,55,7,7PlapWRDV6u3~_X6sgfQ
67,procedures_definition,,,55,0,VbFg_(ndT9{{4GdhnVMJ
68,data_setvariableto,,,56,8,O?jGv`oUOi%5kwli^a!_
69,control_repeat,,,57,9,)D90cvQ~hSdE[_#KtGf:
70,data_setvariableto,,,58,10,:^+dYTld_}gh1MPxAAR1
71,procedures_call,,,59,12,"Q]*,1si^bcQ5.H_1Jks}"
72,procedures_definition,,,59,0,VbFg_(ndT9{{4GdhnVMJ
73,data_setvariableto,,,60,8,O?jGv`oUOi%5kwli^a!_
74,control_repeat,,,61,9,)D90cvQ~hSdE[_#KtGf:
75,data_setvariableto,,,62,10,:^+dYTld_}gh1MPxAAR1
76,data_setvariableto,,,63,17,p5Tb#ax_Q)Y(4![ouI^Z
77,control_if,,,64,4,"STmaN89/Y:2m3fJ9pI,b"
78,data_setvariableto,,,65,5,S]I=*L#w$D555ScB7iXE
79,procedures_call,,,66,6,JTxEmN*Eo_rkn|LK.|q#
