,BlockName,Key,Field,node_id,parent_id,hash
0,90,157,-56,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,_?6%zb?qV2AH]-Xr%/kq
3,control_repeat,,,2,2,#(o}jn(NfJ_]/veDB.8V
4,looks_switchcostumeto,,"{""COSTUME"": [1, "",wV:(z0ev0X7.*p-[]v5""]}",3,3,N_7.xaPuqPTjC;!T(TEc
5,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""-26""]], ""Y"": [1, [4, ""57""]]}",4,4,HX|HU]xX{;*e*]sgIzON
6,looks_switchcostumeto,,"{""COSTUME"": [1, ""|uGfUk%A-.?oS-8c9[t%""]}",5,5,k61]}6A|=72Zu0sN~uq7
7,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""-189""]], ""Y"": [1, [4, ""-60""]]}",6,6,jDG~;0A1P@/TQfddUXGC
8,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""157""]], ""Y"": [1, [4, ""-56""]]}",7,7,":2+,;Rk#y8xK1C1uU)M}"
9,looks_switchcostumeto,,"{""COSTUME"": [1, ""nq8o:UV}aS[$p)]KJN:}""]}",8,8,g9#?EiG[|G%38~PRiLc6
10,control_wait,,"{""DURATION"": [1, [5, ""1""]]}",9,9,fS3jMrlcQ^5AT2wRhbw9
11,looks_switchcostumeto,,"{""COSTUME"": [1, "",wV:(z0ev0X7.*p-[]v5""]}",10,3,N_7.xaPuqPTjC;!T(TEc
12,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""-26""]], ""Y"": [1, [4, ""57""]]}",11,4,HX|HU]xX{;*e*]sgIzON
13,looks_switchcostumeto,,"{""COSTUME"": [1, ""|uGfUk%A-.?oS-8c9[t%""]}",12,5,k61]}6A|=72Zu0sN~uq7
14,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""-189""]], ""Y"": [1, [4, ""-60""]]}",13,6,jDG~;0A1P@/TQfddUXGC
15,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""157""]], ""Y"": [1, [4, ""-56""]]}",14,7,":2+,;Rk#y8xK1C1uU)M}"
16,looks_switchcostumeto,,"{""COSTUME"": [1, ""nq8o:UV}aS[$p)]KJN:}""]}",15,8,g9#?EiG[|G%38~PRiLc6
17,control_wait,,"{""DURATION"": [1, [5, ""1""]]}",16,9,fS3jMrlcQ^5AT2wRhbw9
18,looks_switchcostumeto,,"{""COSTUME"": [1, "",wV:(z0ev0X7.*p-[]v5""]}",17,3,N_7.xaPuqPTjC;!T(TEc
19,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""-26""]], ""Y"": [1, [4, ""57""]]}",18,4,HX|HU]xX{;*e*]sgIzON
20,looks_switchcostumeto,,"{""COSTUME"": [1, ""|uGfUk%A-.?oS-8c9[t%""]}",19,5,k61]}6A|=72Zu0sN~uq7
21,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""-189""]], ""Y"": [1, [4, ""-60""]]}",20,6,jDG~;0A1P@/TQfddUXGC
22,motion_glidesecstoxy,,"{""SECS"": [1, [4, ""1""]], ""X"": [1, [4, ""157""]], ""Y"": [1, [4, ""-56""]]}",21,7,":2+,;Rk#y8xK1C1uU)M}"
23,looks_switchcostumeto,,"{""COSTUME"": [1, ""nq8o:UV}aS[$p)]KJN:}""]}",22,8,g9#?EiG[|G%38~PRiLc6
24,control_wait,,"{""DURATION"": [1, [5, ""1""]]}",23,9,fS3jMrlcQ^5AT2wRhbw9
