,BlockName,Key,Field,node_id,parent_id,hash
0,101.53695903189569,-94.22565654452686,36.99734278531419,,,
1,SCRIPT,,,0,0,
2,event_whenkeypressed,space,,1,0,bS5X?;A%92T-JY98qw[w
3,control_forever,,,2,2,VPT4VB$G|[5()kWz#Q@e
4,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",3,3,2(_;@(Qc8vtUbk#P=un4
5,motion_ifonedgebounce,,{},4,4,m]MIB0ovr%o^aS0kglZ)
6,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",5,3,2(_;@(Qc8vtUbk#P=un4
7,motion_ifonedgebounce,,{},6,4,m]MIB0ovr%o^aS0kglZ)
8,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",7,3,2(_;@(Qc8vtUbk#P=un4
9,motion_ifonedgebounce,,{},8,4,m]MIB0ovr%o^aS0kglZ)
10,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",9,3,2(_;@(Qc8vtUbk#P=un4
11,motion_ifonedgebounce,,{},10,4,m]MIB0ovr%o^aS0kglZ)
12,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",11,3,2(_;@(Qc8vtUbk#P=un4
13,motion_ifonedgebounce,,{},12,4,m]MIB0ovr%o^aS0kglZ)
14,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",13,3,2(_;@(Qc8vtUbk#P=un4
15,motion_ifonedgebounce,,{},14,4,m]MIB0ovr%o^aS0kglZ)
16,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",15,3,2(_;@(Qc8vtUbk#P=un4
17,motion_ifonedgebounce,,{},16,4,m]MIB0ovr%o^aS0kglZ)
18,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",17,3,2(_;@(Qc8vtUbk#P=un4
19,motion_ifonedgebounce,,{},18,4,m]MIB0ovr%o^aS0kglZ)
20,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",19,3,2(_;@(Qc8vtUbk#P=un4
21,motion_ifonedgebounce,,{},20,4,m]MIB0ovr%o^aS0kglZ)
22,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",21,3,2(_;@(Qc8vtUbk#P=un4
