,BlockName,Key,Field,node_id,parent_id,hash
0,90,-28,18,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,=?yLBnuES|A8Djb%QA%=
3,looks_setsizeto,,"{""SIZE"": [1, [4, ""45""]]}",2,2,1/P%gEm89?jG|2}#MaUR
4,control_forever,,,3,3,Zq8$s54^VZT#RHV%liZn
5,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",4,4,w1E)7`~Y@vT+WYvnk7rb
6,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",5,4,w1E)7`~Y@vT+WYvnk7rb
7,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",6,4,w1E)7`~Y@vT+WYvnk7rb
8,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",7,4,w1E)7`~Y@vT+WYvnk7rb
9,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",8,4,w1E)7`~Y@vT+WYvnk7rb
10,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",9,4,w1E)7`~Y@vT+WYvnk7rb
11,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",10,4,w1E)7`~Y@vT+WYvnk7rb
12,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",11,4,w1E)7`~Y@vT+WYvnk7rb
13,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",12,4,w1E)7`~Y@vT+WYvnk7rb
14,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",13,4,w1E)7`~Y@vT+WYvnk7rb
15,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",14,4,w1E)7`~Y@vT+WYvnk7rb
16,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",15,4,w1E)7`~Y@vT+WYvnk7rb
17,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",16,4,w1E)7`~Y@vT+WYvnk7rb
18,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",17,4,w1E)7`~Y@vT+WYvnk7rb
19,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",18,4,w1E)7`~Y@vT+WYvnk7rb
20,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",19,4,w1E)7`~Y@vT+WYvnk7rb
21,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",20,4,w1E)7`~Y@vT+WYvnk7rb
22,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",21,4,w1E)7`~Y@vT+WYvnk7rb
23,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",22,4,w1E)7`~Y@vT+WYvnk7rb
24,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",23,4,w1E)7`~Y@vT+WYvnk7rb
25,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",24,4,w1E)7`~Y@vT+WYvnk7rb
26,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",25,4,w1E)7`~Y@vT+WYvnk7rb
27,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",26,4,w1E)7`~Y@vT+WYvnk7rb
28,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",27,4,w1E)7`~Y@vT+WYvnk7rb
29,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",28,4,w1E)7`~Y@vT+WYvnk7rb
30,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",29,4,w1E)7`~Y@vT+WYvnk7rb
31,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",30,4,w1E)7`~Y@vT+WYvnk7rb
32,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",31,4,w1E)7`~Y@vT+WYvnk7rb
33,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",32,4,w1E)7`~Y@vT+WYvnk7rb
34,motion_goto,,"{""TO"": [1, ""`/-Zok!+H=1._ENz1aQ;""]}",33,4,w1E)7`~Y@vT+WYvnk7rb
