,BlockName,Key,Field,node_id,parent_id,hash
0,-90,-75.68521118164062,-60,,,
1,SCRIPT,,,0,0,
2,event_whenthisspriteclicked,,,1,0,"e|)nsdQE=,IeJA?._u8A"
3,control_forever,,,2,2,(?[7zs+.U!.K*C/3A1aA
4,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",3,3,",nsv4eQmBj}1xz)x=S4l"
5,motion_ifonedgebounce,,{},4,4,"zxUVgihnZLrPt3LTxs,i"
6,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",5,3,",nsv4eQmBj}1xz)x=S4l"
7,motion_ifonedgebounce,,{},6,4,"zxUVgihnZLrPt3LTxs,i"
8,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",7,3,",nsv4eQmBj}1xz)x=S4l"
9,motion_ifonedgebounce,,{},8,4,"zxUVgihnZLrPt3LTxs,i"
10,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",9,3,",nsv4eQmBj}1xz)x=S4l"
11,motion_ifonedgebounce,,{},10,4,"zxUVgihnZLrPt3LTxs,i"
12,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",11,3,",nsv4eQmBj}1xz)x=S4l"
13,motion_ifonedgebounce,,{},12,4,"zxUVgihnZLrPt3LTxs,i"
14,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",13,3,",nsv4eQmBj}1xz)x=S4l"
15,motion_ifonedgebounce,,{},14,4,"zxUVgihnZLrPt3LTxs,i"
16,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",15,3,",nsv4eQmBj}1xz)x=S4l"
17,motion_ifonedgebounce,,{},16,4,"zxUVgihnZLrPt3LTxs,i"
18,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",17,3,",nsv4eQmBj}1xz)x=S4l"
19,motion_ifonedgebounce,,{},18,4,"zxUVgihnZLrPt3LTxs,i"
20,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",19,3,",nsv4eQmBj}1xz)x=S4l"
21,motion_ifonedgebounce,,{},20,4,"zxUVgihnZLrPt3LTxs,i"
22,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",21,3,",nsv4eQmBj}1xz)x=S4l"
23,motion_ifonedgebounce,,{},22,4,"zxUVgihnZLrPt3LTxs,i"
24,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",23,3,",nsv4eQmBj}1xz)x=S4l"
25,motion_ifonedgebounce,,{},24,4,"zxUVgihnZLrPt3LTxs,i"
26,motion_movesteps,,"{""STEPS"": [1, [4, 10]]}",25,3,",nsv4eQmBj}1xz)x=S4l"
27,motion_ifonedgebounce,,{},26,4,"zxUVgihnZLrPt3LTxs,i"
