,BlockName,Key,Field,node_id,parent_id,hash
0,90,-177,-117,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,Oe)Vh8Rxgy|NZ~~p1UQc
3,looks_switchcostumeto,,"{""COSTUME"": [1, ""ug-dA:tun*hH}cijn:*!""]}",2,2,E[.OTN-[1O4Wpl_60M9N
4,motion_movesteps,,"{""STEPS"": [1, [4, ""100""]]}",3,3,_f%s_[x:Kqw$*XKxzK6z
5,looks_switchcostumeto,,"{""COSTUME"": [1, ""/XBC|sP#zwl,-b0fsOgx""]}",4,4,"U-,d!)H;nW?)DjRJmU^8"
6,motion_movesteps,,"{""STEPS"": [1, [4, ""100""]]}",5,5,"@2?rcOBT?o(SP,Cu2l3q"
7,SCRIPT,,,0,0,
8,event_whenkeypressed,space,,1,0,p*+.OiEkWT-)f^`ii!9Q
9,motion_gotoxy,,"{""X"": [1, [4, ""-177""]], ""Y"": [1, [4, ""-117""]]}",2,8,"78D./,5+i2zDiK(NNk2!"
10,looks_switchcostumeto,,"{""COSTUME"": [1, ""E!{HT6*tIrFU)*Vwdiz!""]}",3,9,"M8eDO_VLIHXE,%1~m`=+"
