,BlockName,Key,Field,node_id,parent_id,hash
0,90,197,3.3432857616722706e-13,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,p(fB4]ZSb*1)1lh=2FNL
3,motion_gotoxy,,"{""X"": [1, [4, ""0""]], ""Y"": [1, [4, ""0""]]}",2,2,u09966T|9ZC(hZ?IF(YH
4,control_forever,,,3,3,hky=]V#qEq}yQ6)R{x6n
5,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",4,4,`HSqR#+sOgR6ikO;?:D+
6,control_wait,,"{""DURATION"": [1, [5, ""0.2""]]}",5,5,".li,h*n=}~5L(;QnV$5S"
7,control_if,,,6,6,"86uGR@%qQA9,5W.v?lkQ"
8,sound_playuntildone,,"{""SOUND_MENU"": [1, ""15mJ+ImNoW4n]%+,^=N6""]}",7,7,VdYQ];p{6i?|yf5BrvP`
9,motion_ifonedgebounce,,{},8,8,[BCAemR4(wkEG0Y{wraI
10,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",9,4,`HSqR#+sOgR6ikO;?:D+
11,control_wait,,"{""DURATION"": [1, [5, ""0.2""]]}",10,5,".li,h*n=}~5L(;QnV$5S"
12,control_if,,,11,6,"86uGR@%qQA9,5W.v?lkQ"
13,sound_playuntildone,,"{""SOUND_MENU"": [1, ""15mJ+ImNoW4n]%+,^=N6""]}",12,7,VdYQ];p{6i?|yf5BrvP`
14,motion_ifonedgebounce,,{},13,8,[BCAemR4(wkEG0Y{wraI
15,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",14,4,`HSqR#+sOgR6ikO;?:D+
16,control_wait,,"{""DURATION"": [1, [5, ""0.2""]]}",15,5,".li,h*n=}~5L(;QnV$5S"
17,control_if,,,16,6,"86uGR@%qQA9,5W.v?lkQ"
18,sound_playuntildone,,"{""SOUND_MENU"": [1, ""15mJ+ImNoW4n]%+,^=N6""]}",17,7,VdYQ];p{6i?|yf5BrvP`
19,motion_ifonedgebounce,,{},18,8,[BCAemR4(wkEG0Y{wraI
20,motion_movesteps,,"{""STEPS"": [1, [4, ""10""]]}",19,4,`HSqR#+sOgR6ikO;?:D+
21,control_wait,,"{""DURATION"": [1, [5, ""0.2""]]}",20,5,".li,h*n=}~5L(;QnV$5S"
22,control_if,,,21,6,"86uGR@%qQA9,5W.v?lkQ"
