,BlockName,Key,Field,node_id,parent_id,hash
0,171,19.710742595069096,-124.44873091498737,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,"psj`!gHds2dIe,Im6ElJ"
3,pen_clear,,{},2,2,$+g7Da?MOV}+jP(kI`xw
4,looks_hide,,{},3,3,08+G*;0YlZMs#3Mt|RrK
5,motion_gotoxy,,"{""X"": [1, [4, ""0""]], ""Y"": [1, [4, ""0""]]}",4,4,.NSm9K/dBS:hr4G*WPIR
6,control_forever,,,5,5,VPu]_)qQ[kK=A*2irdJ~
7,motion_gotoxy,,"{""X"": [1, [4, ""0""]], ""Y"": [1, [4, ""0""]]}",6,6,Kc.|{5m@7+y@-b=xZc2I
8,pen_penDown,,{},7,7,:UFR-3iL-X#rqA!An1[o
9,pen_setPenColorParamTo,,"{""COLOR_PARAM"": [1, ""/X}Ur7uC6to@8m|D9d`w""], ""VALUE"": [3, "";GlBF.a0A*gT=,%X~VIa"", [4, ""50""]]}",8,8,]?Lz/C]k{g;q|=UIy*-4
10,motion_pointindirection,,"{""DIRECTION"": [3, ""^cl5ndml`XI|$uEzLS:3"", [8, ""90""]]}",9,9,"Cs-vu,K[GV%U4ytv4L$l"
11,motion_movesteps,,"{""STEPS"": [3, ""Q`]F/)h)baHs!ku%JP6X"", [4, ""100""]]}",10,10,)h9Y07}J!F`9_L.$8.IL
12,music_playNoteForBeats,,"{""NOTE"": [3, ""Ye$FEZ_1m@h%vRspqa1x"", ""}BGsQn#u~H5Y5X_0NeoA""], ""BEATS"": [1, [4, ""0.25""]]}",11,11,#9FR^6f%jIKT$u`=T;_5
13,motion_gotoxy,,"{""X"": [1, [4, ""0""]], ""Y"": [1, [4, ""0""]]}",12,6,Kc.|{5m@7+y@-b=xZc2I
14,pen_penDown,,{},13,7,:UFR-3iL-X#rqA!An1[o
15,pen_setPenColorParamTo,,"{""COLOR_PARAM"": [1, ""/X}Ur7uC6to@8m|D9d`w""], ""VALUE"": [3, "";GlBF.a0A*gT=,%X~VIa"", [4, ""50""]]}",14,8,]?Lz/C]k{g;q|=UIy*-4
16,motion_pointindirection,,"{""DIRECTION"": [3, ""^cl5ndml`XI|$uEzLS:3"", [8, ""90""]]}",15,9,"Cs-vu,K[GV%U4ytv4L$l"
17,motion_movesteps,,"{""STEPS"": [3, ""Q`]F/)h)baHs!ku%JP6X"", [4, ""100""]]}",16,10,)h9Y07}J!F`9_L.$8.IL
18,music_playNoteForBeats,,"{""NOTE"": [3, ""Ye$FEZ_1m@h%vRspqa1x"", ""}BGsQn#u~H5Y5X_0NeoA""], ""BEATS"": [1, [4, ""0.25""]]}",17,11,#9FR^6f%jIKT$u`=T;_5
19,motion_gotoxy,,"{""X"": [1, [4, ""0""]], ""Y"": [1, [4, ""0""]]}",18,6,Kc.|{5m@7+y@-b=xZc2I
20,pen_penDown,,{},19,7,:UFR-3iL-X#rqA!An1[o
