,BlockName,Key,Field,node_id,parent_id,hash
0,90,-208,-153,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,P{]3LiO*oCs2XyQB0$];
3,control_forever,,,2,2,lrmdmglD1LzTc~.|Nk?Q
4,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",3,3,W@utcSMt1q1pe%zh|*2C
5,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",4,4,F5Kv]7^t{p5b_vlgq]kE
6,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",5,3,W@utcSMt1q1pe%zh|*2C
7,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",6,4,F5Kv]7^t{p5b_vlgq]kE
8,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",7,3,W@utcSMt1q1pe%zh|*2C
9,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",8,4,F5Kv]7^t{p5b_vlgq]kE
10,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",9,3,W@utcSMt1q1pe%zh|*2C
11,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",10,4,F5Kv]7^t{p5b_vlgq]kE
12,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",11,3,W@utcSMt1q1pe%zh|*2C
13,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",12,4,F5Kv]7^t{p5b_vlgq]kE
14,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",13,3,W@utcSMt1q1pe%zh|*2C
15,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",14,4,F5Kv]7^t{p5b_vlgq]kE
16,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",15,3,W@utcSMt1q1pe%zh|*2C
17,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",16,4,F5Kv]7^t{p5b_vlgq]kE
18,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",17,3,W@utcSMt1q1pe%zh|*2C
19,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",18,4,F5Kv]7^t{p5b_vlgq]kE
20,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",19,3,W@utcSMt1q1pe%zh|*2C
21,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",20,4,F5Kv]7^t{p5b_vlgq]kE
22,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",21,3,W@utcSMt1q1pe%zh|*2C
23,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",22,4,F5Kv]7^t{p5b_vlgq]kE
24,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",23,3,W@utcSMt1q1pe%zh|*2C
25,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",24,4,F5Kv]7^t{p5b_vlgq]kE
26,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",25,3,W@utcSMt1q1pe%zh|*2C
27,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",26,4,F5Kv]7^t{p5b_vlgq]kE
28,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",27,3,W@utcSMt1q1pe%zh|*2C
29,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",28,4,F5Kv]7^t{p5b_vlgq]kE
30,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",29,3,W@utcSMt1q1pe%zh|*2C
31,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",30,4,F5Kv]7^t{p5b_vlgq]kE
32,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",31,3,W@utcSMt1q1pe%zh|*2C
33,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",32,4,F5Kv]7^t{p5b_vlgq]kE
34,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",33,3,W@utcSMt1q1pe%zh|*2C
35,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",34,4,F5Kv]7^t{p5b_vlgq]kE
36,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",35,3,W@utcSMt1q1pe%zh|*2C
37,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",36,4,F5Kv]7^t{p5b_vlgq]kE
38,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",37,3,W@utcSMt1q1pe%zh|*2C
39,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",38,4,F5Kv]7^t{p5b_vlgq]kE
40,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",39,3,W@utcSMt1q1pe%zh|*2C
41,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",40,4,F5Kv]7^t{p5b_vlgq]kE
42,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",41,3,W@utcSMt1q1pe%zh|*2C
43,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",42,4,F5Kv]7^t{p5b_vlgq]kE
44,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",43,3,W@utcSMt1q1pe%zh|*2C
45,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",44,4,F5Kv]7^t{p5b_vlgq]kE
46,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",45,3,W@utcSMt1q1pe%zh|*2C
47,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",46,4,F5Kv]7^t{p5b_vlgq]kE
48,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",47,3,W@utcSMt1q1pe%zh|*2C
49,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",48,4,F5Kv]7^t{p5b_vlgq]kE
50,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",49,3,W@utcSMt1q1pe%zh|*2C
51,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",50,4,F5Kv]7^t{p5b_vlgq]kE
52,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",51,3,W@utcSMt1q1pe%zh|*2C
53,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",52,4,F5Kv]7^t{p5b_vlgq]kE
54,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",53,3,W@utcSMt1q1pe%zh|*2C
55,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",54,4,F5Kv]7^t{p5b_vlgq]kE
56,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",55,3,W@utcSMt1q1pe%zh|*2C
57,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",56,4,F5Kv]7^t{p5b_vlgq]kE
58,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",57,3,W@utcSMt1q1pe%zh|*2C
59,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",58,4,F5Kv]7^t{p5b_vlgq]kE
60,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",59,3,W@utcSMt1q1pe%zh|*2C
61,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",60,4,F5Kv]7^t{p5b_vlgq]kE
62,control_wait,,"{""DURATION"": [3, ""fwPR1O?Jc}!`ABgbgs!="", [5, ""1""]]}",61,3,W@utcSMt1q1pe%zh|*2C
63,control_create_clone_of,,"{""CLONE_OPTION"": [1, "":cz3r$h^-xJnGzbhjqWT""]}",62,4,F5Kv]7^t{p5b_vlgq]kE
