,BlockName,Key,Field,node_id,parent_id,hash
0,90,-83,-99,,,
1,SCRIPT,,,0,0,
2,event_whenflagclicked,,,1,0,8xbPx[aOY8SB|}dNvpIA
3,looks_setsizeto,,"{""SIZE"": [1, [4, ""80""]]}",2,2,^)dBCMg0C{*P`V|:fag]
4,looks_switchcostumeto,,"{""COSTUME"": [1, ""4d4HI-%FYShnQOTxQ]{,""]}",3,3,eI;R9OH}SV+:?gKXdTlo
5,control_forever,,,4,4,|I`@A_NH#CD50?EWeKvB
6,control_if,,,5,5,o:k!@a903JjRwg5P1Zz$
7,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",6,6,LkSEqjMhC_!3/0{Pin65
8,control_if,,,7,5,o:k!@a903JjRwg5P1Zz$
9,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",8,6,LkSEqjMhC_!3/0{Pin65
10,control_if,,,9,5,o:k!@a903JjRwg5P1Zz$
11,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",10,6,LkSEqjMhC_!3/0{Pin65
12,control_if,,,11,5,o:k!@a903JjRwg5P1Zz$
13,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",12,6,LkSEqjMhC_!3/0{Pin65
14,control_if,,,13,5,o:k!@a903JjRwg5P1Zz$
15,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",14,6,LkSEqjMhC_!3/0{Pin65
16,control_if,,,15,5,o:k!@a903JjRwg5P1Zz$
17,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",16,6,LkSEqjMhC_!3/0{Pin65
18,control_if,,,17,5,o:k!@a903JjRwg5P1Zz$
19,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",18,6,LkSEqjMhC_!3/0{Pin65
20,control_if,,,19,5,o:k!@a903JjRwg5P1Zz$
21,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",20,6,LkSEqjMhC_!3/0{Pin65
22,control_if,,,21,5,o:k!@a903JjRwg5P1Zz$
23,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",22,6,LkSEqjMhC_!3/0{Pin65
24,control_if,,,23,5,o:k!@a903JjRwg5P1Zz$
25,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",24,6,LkSEqjMhC_!3/0{Pin65
26,control_if,,,25,5,o:k!@a903JjRwg5P1Zz$
27,motion_goto,,"{""TO"": [1, ""_M$6`cAEA~(H]S/zVSuy""]}",26,6,LkSEqjMhC_!3/0{Pin65
28,control_if,,,27,5,o:k!@a903JjRwg5P1Zz$
