,key,x,y,wait,move_index
0,,38.16999816894531,-97,0,2
1,,-123.0,-97.0,0.0,5
2,,-123.0,-97.0,0.08,9
3,,-113.0,-97.0,0.0,10
4,,-113.0,-97.0,0.08,13
5,,-103.0,-97.0,0.0,14
6,,-103.0,-97.0,0.08,17
7,,-93.0,-97.0,0.0,18
8,,-93.0,-97.0,0.08,21
9,,-83.0,-97.0,0.0,22
10,,-83.0,-97.0,0.08,25
11,,-73.0,-97.0,0.0,26
12,,-73.0,-97.0,0.08,29
13,,-63.0,-97.0,0.0,30
14,,-63.0,-97.0,0.08,33
15,,-53.0,-97.0,0.0,34
16,,-53.0,-97.0,0.08,37
17,,-43.0,-97.0,0.0,38
18,,-43.0,-97.0,0.08,41
19,,-33.0,-97.0,0.0,42
20,,-33.0,-97.0,0.08,45
21,,-23.0,-97.0,0.0,46
22,,-23.0,-97.0,0.08,49
23,,-13.0,-97.0,0.0,50
24,,-13.0,-97.0,0.08,53
25,,-3.0,-97.0,0.0,54
26,,-3.0,-97.0,0.08,57
27,,7.0,-97.0,0.0,58
28,,7.0,-97.0,0.08,61
29,,17.0,-97.0,0.0,62
30,,17.0,-97.0,0.08,65
31,,27.0,-97.0,0.0,66
32,,27.0,-97.0,0.08,69
33,,37.0,-97.0,0.0,70
34,,37.0,-97.0,0.08,73
35,,47.0,-97.0,0.0,74
36,,47.0,-97.0,0.08,77
37,,57.0,-97.0,0.0,78
38,,57.0,-97.0,0.08,81
39,,67.0,-97.0,0.0,82
40,,67.0,-97.0,0.08,85
41,,77.0,-97.0,0.0,86
42,,77.0,-97.0,0.08,89
43,,87.0,-97.0,0.0,90
44,,87.0,-97.0,0.08,93
45,,97.0,-97.0,0.0,94
46,,97.0,-97.0,0.08,97
47,,107.0,-97.0,0.0,98
48,,107.0,-97.0,0.08,101
49,,117.0,-97.0,0.0,102
50,,117.0,-97.0,0.08,105
51,,127.0,-97.0,0.0,106
52,,127.0,-97.0,0.08,109
53,,137.0,-97.0,0.0,110
54,,137.0,-97.0,0.08,113
55,,147.0,-97.0,0.0,114
56,,147.0,-97.0,0.08,117
57,,157.0,-97.0,0.0,118
58,,157.0,-97.0,0.08,121
59,,167.0,-97.0,0.0,122
60,,167.0,-97.0,0.08,125
61,,177.0,-97.0,0.0,126
