,key,x,y,wait,move_index
0,,-129,-128,0,2
1,,-129,-128,0.05,4
2,,-124.0,-128.0,0.0,5
3,,-124.0,-128.0,0.05,7
4,,-119.0,-128.0,0.0,8
5,,-119.0,-128.0,0.05,10
6,,-114.0,-128.0,0.0,11
7,,-114.0,-128.0,0.05,13
8,,-109.0,-128.0,0.0,14
9,,-109.0,-128.0,0.05,16
10,,-104.0,-128.0,0.0,17
11,,-104.0,-128.0,0.05,19
12,,-99.0,-128.0,0.0,20
13,,-99.0,-128.0,0.05,22
14,,-94.0,-128.0,0.0,23
15,,-94.0,-128.0,0.05,25
16,,-89.0,-128.0,0.0,26
17,,-89.0,-128.0,0.05,28
18,,-84.0,-128.0,0.0,29
19,,-84.0,-128.0,0.05,31
20,,-79.0,-128.0,0.0,32
21,,-79.0,-128.0,0.05,34
22,,-74.0,-128.0,0.0,35
23,,-74.0,-128.0,0.05,37
24,,-69.0,-128.0,0.0,38
25,,-69.0,-128.0,0.05,40
26,,-64.0,-128.0,0.0,41
27,,-64.0,-128.0,0.05,43
28,,-59.0,-128.0,0.0,44
29,,-59.0,-128.0,0.05,46
30,,-54.0,-128.0,0.0,47
31,,-54.0,-128.0,0.05,49
32,,-49.0,-128.0,0.0,50
33,,-49.0,-128.0,0.05,52
34,,-44.0,-128.0,0.0,53
35,,-44.0,-128.0,0.05,55
36,,-39.0,-128.0,0.0,56
37,,-39.0,-128.0,0.05,58
38,,-34.0,-128.0,0.0,59
39,,-34.0,-128.0,0.05,61
40,,-29.0,-128.0,0.0,62
41,,-29.0,-128.0,0.05,64
42,,-24.0,-128.0,0.0,65
43,,-24.0,-128.0,0.05,67
44,,-19.0,-128.0,0.0,68
45,,-19.0,-128.0,0.05,70
46,,-14.0,-128.0,0.0,71
47,,-14.0,-128.0,0.05,73
48,,-9.0,-128.0,0.0,74
49,,-9.0,-128.0,0.05,76
50,,-4.0,-128.0,0.0,77
51,,-4.0,-128.0,0.05,79
52,,1.0,-128.0,0.0,80
53,,1.0,-128.0,0.05,82
54,,6.0,-128.0,0.0,83
55,,6.0,-128.0,0.05,85
56,,11.0,-128.0,0.0,86
57,,11.0,-128.0,0.05,88
58,,16.0,-128.0,0.0,89
59,,16.0,-128.0,0.05,91
60,,21.0,-128.0,0.0,92
61,,21.0,-128.0,0,95
62,,-204.0,-128.0,0.0,96
