,key,x,y,wait,move_index
0,,59.0,-22,0,2
1,,59.0,-24.0,0.0,8
2,,59.0,-24.0,0.5,13
3,,59.0,-26.0,0.0,16
4,,59.0,-26.0,0.5,21
5,,59.0,-28.0,0.0,24
6,,59.0,-28.0,0.5,29
7,,59.0,-30.0,0.0,32
8,,59.0,-30.0,0.5,37
9,,59.0,-32.0,0.0,40
10,,59.0,-32.0,0.5,45
11,,59.0,-34.0,0.0,48
12,,59.0,-34.0,0.5,53
13,,59.0,-36.0,0.0,56
14,,59.0,-36.0,0.5,61
15,,59.0,-38.0,0.0,64
16,,59.0,-38.0,0.5,69
17,,59.0,-40.0,0.0,72
18,,59.0,-40.0,0.5,77
19,,59.0,-42.0,0.0,80
20,,59.0,-42.0,0.5,85
21,,59.0,-44.0,0.0,88
22,,59.0,-44.0,0.5,93
23,,59.0,-46.0,0.0,96
24,,59.0,-46.0,0.5,101
25,,59.0,-48.0,0.0,104
26,,59.0,-48.0,0.5,109
27,,59.0,-50.0,0.0,112
28,,59.0,-50.0,0.5,117
29,,59.0,-52.0,0.0,120
30,,59.0,-52.0,0.5,125
31,,59.0,-54.0,0.0,128
32,,59.0,-54.0,0.5,133
33,,59.0,-56.0,0.0,136
34,,59.0,-56.0,0.5,141
35,,59.0,-58.0,0.0,144
36,,59.0,-58.0,0.5,149
37,,59.0,-60.0,0.0,152
38,,59.0,-60.0,0.5,157
39,,59.0,-62.0,0.0,160
40,,59.0,-62.0,0.5,165
41,,59.0,-64.0,0.0,168
42,,59.0,-64.0,0.5,173
43,,59.0,-66.0,0.0,176
44,,59.0,-66.0,0.5,181
45,,59.0,-68.0,0.0,184
46,,59.0,-68.0,0.5,189
47,,59.0,-70.0,0.0,192
48,,59.0,-70.0,0.5,197
49,,59.0,-72.0,0.0,200
50,,59.0,-72.0,0.5,205
51,,59.0,-74.0,0.0,208
52,,59.0,-74.0,0.5,213
53,,59.0,-76.0,0.0,216
54,,59.0,-76.0,0.5,221
55,,59.0,-78.0,0.0,224
56,,59.0,-78.0,0.5,229
57,,59.0,-80.0,0.0,232
58,,59.0,-80.0,0.5,237
59,,59.0,-82.0,0.0,240
60,,59.0,-82.0,0.5,245
