,key,x,y,wait,move_index
0,,144.0,-9,0,2
1,,89.0,-9.0,0.0,5
2,,89.0,-9.0,0.5,12
3,,94.0,-9.0,0.0,13
4,,94.0,-9.0,0.5,19
5,,99.0,-9.0,0.0,20
6,,99.0,-9.0,0.5,26
7,,104.0,-9.0,0.0,27
8,,104.0,-9.0,0.5,33
9,,109.0,-9.0,0.0,34
10,,109.0,-9.0,0.5,40
11,,114.0,-9.0,0.0,41
12,,114.0,-9.0,0.5,47
13,,119.0,-9.0,0.0,48
14,,119.0,-9.0,0.5,54
15,,124.0,-9.0,0.0,55
16,,124.0,-9.0,0.5,61
17,,129.0,-9.0,0.0,62
18,,129.0,-9.0,0.5,68
19,,134.0,-9.0,0.0,69
20,,134.0,-9.0,0.5,75
21,,139.0,-9.0,0.0,76
22,,139.0,-9.0,0.5,82
23,,144.0,-9.0,0.0,83
24,,144.0,-9.0,0.5,89
25,,149.0,-9.0,0.0,90
26,,149.0,-9.0,0.5,96
27,,154.0,-9.0,0.0,97
28,,154.0,-9.0,0.5,103
29,,159.0,-9.0,0.0,104
30,,159.0,-9.0,0.5,110
31,,164.0,-9.0,0.0,111
32,,164.0,-9.0,0.5,117
33,,169.0,-9.0,0.0,118
34,,169.0,-9.0,0.5,124
35,,174.0,-9.0,0.0,125
36,,174.0,-9.0,0.5,131
37,,179.0,-9.0,0.0,132
38,,179.0,-9.0,0.5,138
39,,184.0,-9.0,0.0,139
40,,184.0,-9.0,0.5,145
41,,189.0,-9.0,0.0,146
42,,189.0,-9.0,0.5,152
43,,194.0,-9.0,0.0,153
44,,194.0,-9.0,0.5,159
45,,199.0,-9.0,0.0,160
46,,199.0,-9.0,0.5,166
47,,204.0,-9.0,0.0,167
48,,204.0,-9.0,0.5,173
49,,209.0,-9.0,0.0,174
50,,209.0,-9.0,0.5,180
51,,214.0,-9.0,0.0,181
52,,214.0,-9.0,0.5,187
53,,219.0,-9.0,0.0,188
54,,219.0,-9.0,0.5,194
55,,224.0,-9.0,0.0,195
56,,224.0,-9.0,0.5,201
57,,229.0,-9.0,0.0,202
58,,229.0,-9.0,0.5,208
59,,234.0,-9.0,0.0,209
60,,234.0,-9.0,0.5,215
61,,239.0,-9.0,0.0,216
62,,239.0,-9.0,0,218
