,key,x,y,wait,move_index
0,,-90.76037345479494,52.40052604587778,0,2
1,,0.0,0.0,0.0,7
2,,-100.0,1.2246467991473532e-14,0.0,11
3,,-100.0,1.2246467991473532e-14,0.5,13
4,,-23.395555688102178,-64.27876096865388,0.0,14
5,,-23.395555688102178,-64.27876096865388,0.5,16
6,,-40.760373454795285,34.202014332566904,0.0,17
7,,-40.760373454795285,34.202014332566904,0.5,19
8,,-90.76037345479517,-52.40052604587703,0.0,20
9,,-90.76037345479517,-52.40052604587703,0.5,22
10,,3.2088886237957297,-18.19851171331033,0.0,23
11,,3.2088886237957297,-18.19851171331033,0.5,25
12,,-90.76037345479519,16.003502619256338,0.0,26
13,,-90.76037345479519,16.003502619256338,0.5,28
14,,-40.76037345479527,-70.59903775918758,0.0,29
15,,-40.76037345479527,-70.59903775918758,0.5,31
16,,-23.395555688101837,27.88173754203315,0.0,32
17,,-23.395555688101837,27.88173754203315,0.5,34
18,,-100.0000000000001,-36.39702342662024,0.0,35
19,,-100.0000000000001,-36.39702342662024,0.5,37
20,,-9.947598300641403e-14,-36.397023426619846,0.0,38
21,,-9.947598300641403e-14,-36.397023426619846,0.5,40
22,,-76.60444431189795,27.881737542034024,0.0,41
23,,-76.60444431189795,27.881737542034024,0.5,43
24,,-59.23962654520514,-70.59903775918681,0.0,44
25,,-59.23962654520514,-70.59903775918681,0.5,46
26,,-9.239626545204672,16.00350261925678,0.0,47
27,,-9.239626545204672,16.00350261925678,0.5,49
28,,-103.2088886237958,-18.1985117133093,0.0,50
29,,-103.2088886237958,-18.1985117133093,0.5,52
30,,-9.239626545204871,-52.40052604587593,0.0,53
31,,-9.239626545204871,-52.40052604587593,0.5,55
32,,-59.2396265452036,34.20201433256867,0.0,56
33,,-59.2396265452036,34.20201433256867,0.5,58
34,,-76.60444431189698,-64.27876096865208,0.0,59
35,,-76.60444431189698,-64.27876096865208,0.5,61
36,,3.410605131648481e-13,2.4300561562995426e-12,0.0,62
37,,3.410605131648481e-13,2.4300561562995426e-12,0.5,64
38,,-99.99999999999966,3.4098973917447427e-12,0.0,65
39,,-99.99999999999966,3.4098973917447427e-12,0.5,67
40,,-23.395555688101766,-64.27876096865043,0.0,68
41,,-23.395555688101766,-64.27876096865043,0.5,70
42,,-40.760373454793225,34.202014332570656,0.0,71
43,,-40.760373454793225,34.202014332570656,0.5,73
44,,-90.76037345479364,-52.400526045872965,0.0,74
45,,-90.76037345479364,-52.400526045872965,0.5,76
46,,3.2088886237969803,-18.198511713305514,0.0,77
47,,3.2088886237969803,-18.198511713305514,0.5,79
48,,-90.76037345479348,16.0035026192624,0.0,80
49,,-90.76037345479348,16.0035026192624,0.5,82
50,,-40.76037345479348,-70.59903775918147,0.0,83
51,,-40.76037345479348,-70.59903775918147,0.5,85
52,,-23.39555568809874,27.881737542039033,0.0,86
53,,-23.39555568809874,27.881737542039033,0.5,88
54,,-99.99999999999694,-36.397023426614425,0.0,89
55,,-99.99999999999694,-36.397023426614425,0.5,91
56,,3.055333763768431e-12,-36.397023426613934,0.0,92
57,,3.055333763768431e-12,-36.397023426613934,0.5,94
58,,-76.60444431189394,27.881737542040945,0.0,95
59,,-76.60444431189394,27.881737542040945,0.5,97
60,,-59.239626545201034,-70.59903775917988,0.0,98
61,,-59.239626545201034,-70.59903775917988,0.5,100
