,key,x,y,wait,move_index
0,,-95.5596,54.1884,0,2
1,,-95.5596,54.1884,5.0,6
2,,-95.5596,54.1884,5.0,7
3,,-95.5596,54.1884,5.0,9
4,,-95.5596,54.1884,5.0,10
5,,-95.5596,54.1884,5.0,12
6,,-95.5596,54.1884,5.0,13
7,,-95.5596,54.1884,5.0,15
8,,-95.5596,54.1884,5.0,16
9,,-95.5596,54.1884,5.0,18
10,,-95.5596,54.1884,5.0,19
11,,-95.5596,54.1884,5.0,21
12,,-95.5596,54.1884,5.0,22
13,,-95.5596,54.1884,5.0,24
14,,-95.5596,54.1884,5.0,25
15,,-95.5596,54.1884,5.0,27
16,,-95.5596,54.1884,5.0,28
17,,-95.5596,54.1884,5.0,30
18,,-95.5596,54.1884,5.0,31
19,,-95.5596,54.1884,5.0,33
20,,-95.5596,54.1884,5.0,34
