,key,x,y,wait,move_index
0,,0.0,-162,0,2
1,,0.0,-162.0,0.0,3
2,,6.0,-162.0,0.0,8
3,,12.0,-162.0,0.0,10
4,,18.0,-162.0,0.0,12
5,,24.0,-162.0,0.0,14
6,,30.0,-162.0,0.0,16
7,,36.0,-162.0,0.0,18
8,,42.0,-162.0,0.0,20
9,,48.0,-162.0,0.0,22
10,,54.0,-162.0,0.0,24
11,,60.0,-162.0,0.0,26
12,,66.0,-162.0,0.0,28
13,,72.0,-162.0,0.0,30
14,,78.0,-162.0,0.0,32
15,,84.0,-162.0,0.0,34
16,,90.0,-162.0,0.0,36
17,,96.0,-162.0,0.0,38
18,,102.0,-162.0,0.0,40
19,,108.0,-162.0,0.0,42
20,,114.0,-162.0,0.0,44
21,,120.0,-162.0,0.0,46
22,,126.0,-162.0,0.0,48
23,,132.0,-162.0,0.0,50
24,,138.0,-162.0,0.0,52
25,,144.0,-162.0,0.0,54
26,,150.0,-162.0,0.0,56
27,,156.0,-162.0,0.0,58
28,,162.0,-162.0,0.0,60
29,,168.0,-162.0,0.0,62
30,,174.0,-162.0,0.0,64
31,,180.0,-162.0,0.0,66
32,,180.0,-162.0,0,68
33,,180.0,-162.0,0.5,71
