,key,x,y,wait,move_index
0,,210.0,150,0,2
1,,-210.0,-150.0,0.0,3
2,,210.0,150.0,1.0,8
3,,210.0,150.0,1.5,10
4,,-210.0,-150.0,1.0,11
5,,210.0,150.0,1.0,14
6,,210.0,150.0,1.5,16
7,,-210.0,-150.0,1.0,17
8,,210.0,150.0,1.0,20
9,,210.0,150.0,1.5,22
10,,-210.0,-150.0,1.0,23
11,,210.0,150.0,1.0,26
12,,210.0,150.0,1.5,28
13,,-210.0,-150.0,1.0,29
14,,210.0,150.0,1.0,32
15,,210.0,150.0,1.5,34
16,,-210.0,-150.0,1.0,35
17,,210.0,150.0,1.0,38
18,,210.0,150.0,1.5,40
19,,-210.0,-150.0,1.0,41
20,,210.0,150.0,1.0,44
21,,210.0,150.0,1.5,46
22,,-210.0,-150.0,1.0,47
23,,210.0,150.0,1.0,50
24,,210.0,150.0,1.5,52
25,,-210.0,-150.0,1.0,53
26,,210.0,150.0,1.0,56
27,,210.0,150.0,1.5,58
28,,-210.0,-150.0,1.0,59
29,,210.0,150.0,1.0,62
30,,210.0,150.0,1.5,64
31,,-210.0,-150.0,1.0,65
32,,210.0,150.0,1.0,68
33,,210.0,150.0,1.5,70
34,,-210.0,-150.0,1.0,71
35,,210.0,150.0,1.0,74
36,,210.0,150.0,1.5,76
37,,-210.0,-150.0,1.0,77
38,,210.0,150.0,1.0,80
39,,210.0,150.0,1.5,82
40,,-210.0,-150.0,1.0,83
41,,210.0,150.0,1.0,86
42,,210.0,150.0,1.5,88
43,,-210.0,-150.0,1.0,89
44,,210.0,150.0,1.0,92
45,,210.0,150.0,1.5,94
46,,-210.0,-150.0,1.0,95
47,,210.0,150.0,1.0,98
48,,210.0,150.0,1.5,100
49,,-210.0,-150.0,1.0,101
50,,210.0,150.0,1.0,104
51,,210.0,150.0,1.5,106
52,,-210.0,-150.0,1.0,107
53,,210.0,150.0,1.0,110
54,,210.0,150.0,1.5,112
55,,-210.0,-150.0,1.0,113
56,,210.0,150.0,1.0,116
57,,210.0,150.0,1.5,118
58,,-210.0,-150.0,1.0,119
59,,210.0,150.0,1.0,122
60,,210.0,150.0,1.5,124
61,,-210.0,-150.0,1.0,125
62,,210.0,150.0,1.0,128
63,,210.0,150.0,1.5,130
64,,-210.0,-150.0,1.0,131
65,,210.0,150.0,1.0,134
66,,210.0,150.0,1.5,136
67,,-210.0,-150.0,1.0,137
68,,210.0,150.0,1.0,140
69,,210.0,150.0,1.5,142
70,,-210.0,-150.0,1.0,143
71,,210.0,150.0,1.0,146
72,,210.0,150.0,1.5,148
73,,-210.0,-150.0,1.0,149
74,,210.0,150.0,1.0,152
75,,210.0,150.0,1.5,154
76,,-210.0,-150.0,1.0,155
77,,210.0,150.0,1.0,158
78,,210.0,150.0,1.5,160
79,,-210.0,-150.0,1.0,161
80,,210.0,150.0,1.0,164
81,,210.0,150.0,1.5,166
82,,-210.0,-150.0,1.0,167
83,,210.0,150.0,1.0,170
84,,210.0,150.0,1.5,172
85,,-210.0,-150.0,1.0,173
86,,210.0,150.0,1.0,176
87,,210.0,150.0,1.5,178
88,,-210.0,-150.0,1.0,179
89,,210.0,150.0,1.0,182
90,,210.0,150.0,1.5,184
91,,-210.0,-150.0,1.0,185
