,key,x,y,wait,move_index
0,,144.0,64,0,2
1,,-173.0,97.0,0.0,3
2,,-172.0,97.0,0.0,6
3,,-171.0,97.0,0.0,8
4,,-170.0,97.0,0.0,10
5,,-169.0,97.0,0.0,12
6,,-168.0,97.0,0.0,14
7,,-167.0,97.0,0.0,16
8,,-166.0,97.0,0.0,18
9,,-165.0,97.0,0.0,20
10,,-164.0,97.0,0.0,22
11,,-163.0,97.0,0.0,24
12,,-162.0,97.0,0.0,26
13,,-161.0,97.0,0.0,28
14,,-160.0,97.0,0.0,30
15,,-159.0,97.0,0.0,32
16,,-158.0,97.0,0.0,34
17,,-157.0,97.0,0.0,36
18,,-156.0,97.0,0.0,38
19,,-155.0,97.0,0.0,40
20,,-154.0,97.0,0.0,42
21,,-153.0,97.0,0.0,44
22,,-152.0,97.0,0.0,46
23,,-151.0,97.0,0.0,48
24,,-150.0,97.0,0.0,50
25,,-149.0,97.0,0.0,52
26,,-148.0,97.0,0.0,54
27,,-147.0,97.0,0.0,56
28,,-146.0,97.0,0.0,58
29,,-145.0,97.0,0.0,60
30,,-144.0,97.0,0.0,62
31,,-143.0,97.0,0.0,64
