,key,x,y,wait,move_index
0,,32.0,-21,0,6
1,,32.0,-21,1.0,10
2,,32.0,-21,1.0,13
3,,32.0,-21,1.0,16
4,,32.0,-21,1.0,19
5,,32.0,-21,1.0,22
6,,32.0,-21,1.0,25
7,,32.0,-21,1.0,28
8,,32.0,-21,1.0,31
9,,32.0,-21,1.0,34
10,,32.0,-21,1.0,37
11,,32.0,-21,1.0,40
12,,32.0,-21,1.0,43
13,,32.0,-21,1.0,46
14,,32.0,-21,1.0,49
15,,32.0,-21,1.0,52
16,,32.0,-21,1.0,55
17,,32.0,-21,1.0,58
18,,32.0,-21,1.0,61
19,,32.0,-21,1.0,64
20,,32.0,-21,1.0,67
21,,32.0,-21,1.0,70
22,,32.0,-21,1.0,73
23,,32.0,-21,1.0,76
24,,32.0,-21,1.0,79
25,,32.0,-21,1.0,82
26,,32.0,-21,1.0,85
27,,32.0,-21,1.0,88
28,,32.0,-21,1.0,91
29,,32.0,-21,1.0,94
30,,32.0,-21,1.0,97
31,,32.0,-21,0,2
