,key,x,y,wait,move_index
0,,0.0,0,0,2
1,,-175.0,0.0,0.0,4
2,,-175.0,4.0,0.0,7
3,,-175.0,8.0,0.0,9
4,,-175.0,12.0,0.0,11
5,,-175.0,16.0,0.0,13
6,,-175.0,20.0,0.0,15
7,,-175.0,24.0,0.0,17
8,,-175.0,28.0,0.0,19
9,,-175.0,32.0,0.0,21
10,,-175.0,36.0,0.0,23
11,,-175.0,40.0,0.0,25
12,,-175.0,44.0,0.0,27
13,,-175.0,48.0,0.0,29
14,,-175.0,52.0,0.0,31
15,,-175.0,56.0,0.0,33
16,,-175.0,60.0,0.0,35
17,,-175.0,64.0,0.0,37
18,,-175.0,68.0,0.0,39
19,,-175.0,72.0,0.0,41
20,,-175.0,76.0,0.0,43
21,,-175.0,80.0,0.0,45
22,,-175.0,84.0,0.0,47
23,,-175.0,88.0,0.0,49
24,,-175.0,92.0,0.0,51
25,,-175.0,96.0,0.0,53
26,,-175.0,100.0,0.0,55
27,,-175.0,104.0,0.0,57
28,,-175.0,108.0,0.0,59
29,,-175.0,112.0,0.0,61
30,,-175.0,116.0,0.0,63
31,,-175.0,120.0,0.0,65
32,,-175.0,120.0,0,67
33,,0.0,0.0,0.0,68
34,,0.0,0.0,4.0,69
